,Número de registro,Título,Autor,Data de produção,Dimensões,Material/Técnica,Classificação,Resumo descritivo,Condições de reprodução,Local de produção,ACERVO,URL,TAINACAN_COLECTION_ID
0,MART.0204.0003,Menino Jesus,Mestre de Angra (atribuído),,"a 62 x l 26 x p 18,5 | Base em madeira: 22 x 23 x 12,5 x 11 x 35",Terracota,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
1,MART.0204.0006,Santo franciscano [provavelmente São Boaventura],Mestre de Angra (atribuído),,a 110 x l 35 x p 27,Terracota,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
2,MART.0102.0017,,,,c 109 | c 72 (próximo a boca),Ferro,01 Caça e Guerra > 01.2 Arma,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
3,MART.0505.0036,,,,c 179 x a 88 x p 30,Madeira,05 Interiores > 05.5 Peça de Mobiliário,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
4,MART.0505.0044,,,,Objeto com os braços: a 27 x l 72 x c 182,Madeira,05 Interiores > 05.5 Peça de Mobiliário,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
5,MART.0904.0056,,,,a 193 x l 106,Madeira,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
6,MART.0505.0057,,,,a 105 x l 25,Madeira jacarandá,05 Interiores > 05.5 Peça de Mobiliário,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
7,MART.0904.0064,,,,"Lanterna hexagonal: a 40 x l 13,5",Madeira | Metal,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
8,MART.0505.0069,,,,a 128 x l 39 (sem o suporte para livro),Madeira,05 Interiores > 05.5 Peça de Mobiliário,Pé de estante para leitura (atril),,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
9,MART.0603.0081,Nossa Senhora dos Anjos,,,,Gesso | Madeira,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,Forma de Nossa Senhora dos Anjos,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
10,MART.0204.0087,Anjo,,,a 85 x l 98,Madeira,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
11,MART.0203.0089,Santo sudário,,,a 195 x l 80,Cambraia de linho | Sanguinea,02 Artes Visuais/Cinematográfica > 02.2 Desenho,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
12,MART.0207.0090,Nossa Senhora dos Navegantes,,,a 43 x l 61,Óleo | Tela,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Bandeira de mastro,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
13,MART.0204.0091,São Roque,,,a 5,Madeira,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Santo de bolso,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
14,MART.0204.0092,Cristo crucificado,,,"a 66,5 x l 29 | Cristo: a 24 x l 15,5",Madeira,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
15,MART.0505.0095,,,,,Madeira,05 Interiores > 05.5 Peça de Mobiliário,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
16,MART.0501.0096,Medalhão sagrado coração,,,"a 12 x l 8,5",Metal,05 Interiores > 05.5 Peça de Mobiliário,Aplique,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
17,MART.0505.0100,,,,a 98 x l 65 x p 32,Madeira,05 Interiores > 05.5 Peça de Mobiliário,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
18,MART.0904.0111,Matraca,,,"a 53 x l 18,5",Madeira,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Objeto litúrgico,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
19,MART.0207.0112,Convento,Flávio,1989.0,a 51 x l 39,Eucatex | Óleo,02 Artes Visuais/Cinematográfica > 02.6 Pintura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
20,MART.0207.0113,Paisagem (capela da guia),Carlos Lima,1987.0,a 100 x l 65 | Com moldura: a 104 x l 69,Acrílico | Tela,02 Artes Visuais/Cinematográfica > 02.6 Pintura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
21,MART.0207.0114,Convento visto do cemitério,Lair Gago,1967.0,a 67 x l 54 | Com moldura: a 87 x l 74,Eucatex | Óleo,02 Artes Visuais/Cinematográfica > 02.6 Pintura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
22,MART.0207.0115,Convento,Hercules Araújo,1950.0,a 55 x l 55,Tela,02 Artes Visuais/Cinematográfica > 02.6 Pintura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
23,MART.0207.0116,Convento,Wilson Alves,1989.0,a 59 x l 89 | Com moldura: a 72 x l 100,Eucatex | Óleo,02 Artes Visuais/Cinematográfica > 02.6 Pintura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
24,MART.0207.0117,Convento Nossa Senhora dos Anjos – contraforte,Paulo Franco,,a 80 x l 101,Óleo | Tela,02 Artes Visuais/Cinematográfica > 02.6 Pintura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
25,MART.0207.0118,Igreja de Nossa Senhora dos Anjos - retábulos,Gerson Tavares,1991.0,a 70 x l 90,Óleo | Tela,02 Artes Visuais/Cinematográfica > 02.6 Pintura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
26,MART.0203.0119,Frontal igreja de N. Senhora dos Anjos,Gladis Reveilleau,2000.0,a 27 x l 37 | Com moldura: a 51 x l 65,Papel | Pastel seco,02 Artes Visuais/Cinematográfica > 02.2 Desenho,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
27,MART.0207.0120,Convento de Nossa Senhora dos Anjos – fundos,Levi Madeira,1985.0,a 40 x l 30 | Com moldura: a 72 x l 62,Óleo | Tela,02 Artes Visuais/Cinematográfica > 02.6 Pintura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
28,MART.0207.0121,Vista da ala em ruínas,Vadinho Santa Rosa (atribuído),,a 30 x l 21 | Com moldura: a 44 x l 35,Eucatex | Guache,02 Artes Visuais/Cinematográfica > 02.6 Pintura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
29,MART.0207.0122,Convento,Gladis Reveilleau,,a 30 x l 38 | Com moldura: a 51 x l 65,Papel,02 Artes Visuais/Cinematográfica > 02.6 Pintura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
30,MART.0204.0123,Aparição de Nossa Senhora dos Anjos,Leo de Saules,1989.0,a 88 x l 37 x p 8,Madeira,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
31,MART.0203.0124,Vista lateral do convento/ saída de serviço,Carlos Mendonça,,a 22 x l 57,Hidrocor | Papel,02 Artes Visuais/Cinematográfica > 02.2 Desenho,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
32,MART.0207.0125,Auto-retrato,Carlos Mendonça,1964.0,"a 58 x l 49,5 | Com moldura: a 76 x l 67",Óleo | Tela,02 Artes Visuais/Cinematográfica > 02.6 Pintura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
33,MART.0204.0126,Livro,Viviane Guglielmino Villa Lobos,,a 17 x l 35 x p 27,Pedra sabão,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
34,MART.0207.0127,Convento de Nossa Senhora dos Anjos,Carlos Mendonça,2003.0,"a 93 x l 63,5 x p 5",Óleo | Tela,02 Artes Visuais/Cinematográfica > 02.6 Pintura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
35,MART.0202.0128,Convento de N. Sra dos Anjos,Hosana Moraes,2010.0,a 35 x l 50,,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
36,MART.0207.0129,Coluna do altar de N. Senhora dos Anjos,Rogério Bedim,2003.0,a 100 x l 80,Breu | Óxidos | Tela,02 Artes Visuais/Cinematográfica > 02.6 Pintura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
37,C.0204.0001,Nossa Senhora dos Anjos,,,a 48 x l 33 x p 17,Terracota,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
38,C.0204.0002,Nossa Senhora da Conceição,,,"a 48 x l 14,5 x p 11,5",Terracota,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
39,C.0204.0004,Senhor da descida da cruz (Cristo),,,"a 100 x l 35,5 x p 33",Terracota,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
40,C.0204.0005,Frade (tronco),Mestre de Angra (atribuído),,"a 37,5 x l 24,5 x p 37 | Base: 24,3 x 27,5 x 28 x 5",Terracota,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
41,C.0204.0007,Nossa Senhora da Conceição,Frei Agostinho da Piedade (atribuído),,"a 100 x l 43,5 x p 38",Terracota,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
42,C.0204.0008,Sagrada família,,,"Maria: a 78 x l 33 | Base Maria: 24 x 22 x 40 | Menino Jesus: a 47 x l 43,5 | Base Menino Jesus: 15 x 15 x 40 | José: a 80,5 x l 40,5 | Base José: 24 x 22 x 4",Terracota,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
43,C.0204.0009,São Luis de Tolosa,Mestre de Angra (atribuído),,a 144 x l 50 x p 40,Terracota,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
44,C.0204.0010,Santa Clara,,,"a 93 x l 36 x p 35 | Base: a 26 x 25,5 x 37",Terracota,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
45,C.0207.0011,Santanna mãe de Maria,,,"Total: a 110 x l 74 | Tela: a 70,5 x l 65 | Moldura: 4 x 4",Madeira | Óleo | Tela,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Bandeira de mastro,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
46,C.0505.0012,,,,a 97 x l 213 x p 32,Madeira,05 Interiores > 05.5 Peça de Mobiliário,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
47,C.0505.0013,,,,c 200 x p 40 x a 50 ,Madeira,05 Interiores > 05.5 Peça de Mobiliário,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
48,C.0506.0014,,,,a 63 x l 55 x d 21 (diâmetro da boca),,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
49,C.0204.0015,São José de Botas,,,Base octogonal: a 102 x l 60,Madeira,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
50,C.0405.0016,,,,"Bacia: a 49 x l 48 x c 90,2 | Fragmento 1: a 1,2 x c 6,9 x l 5,8 | Fragmento 2: a 1,3 x c 6,1 x l 3,8 | Fragmento 3: a 1,3 x c 4 x l 3 | Fragmento 4: a 1,1 x c 3,3 x l 2,7 | Fragmento 5: a 2,3 x c 8,1 x l 4,9",Mármore de lióz lavrado,04 Construção > 04.3 Equipamento Hidráulico,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
51,C.0204.0018,Santo Antônio de Lisboa,Mestre de Angra (atribuído),,Base octogonal: a 128 x l 44,Terracota,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
52,C.0201.0019,Resplendor de Santo Antônio,,,a 24 x l 26,Prata,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
53,C.0201.0020,Resplendor do Menino Jesus (Santo Antônio),,,a 15 x l 16,Prata,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
54,C.0204.0021,São Francisco de Assis,,,Base octogonal: a 117 x l 44,Madeira,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
55,C.0201.0022,Resplendor de São Francisco de Assis,,,,Prata,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
56,C.0204.0023,São Joaquim,,,Base octogonal: a 115 x l 41,Madeira,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
57,C.0204.0024,Nossa Senhora dos Anjos,,,Base octogonal: a 140 x l 69,Madeira,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
58,C.0201.0025,Coroa de Nossa Senhora dos Anjos,,,,Prata,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
59,C.0204.0026,"Milagre da porciúncula (São Francisco, Nossa Senhora e Jesus Cristo)",Francisco Xavier de Brito (atribuído),,Jesus: a 100 x l 52 x p 33 | São Francisco: a 77 x l 41 x p 20 | Nossa Senhora: a 102 x l 58 x p 20,Madeira,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
60,C.0504.0027,,,,a 67 x l 20 | Base triangular: a 20,Madeira,05 Interiores > 05.4 Objeto de Iluminação,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
61,C.0504.0028,,,,a 67 x l 20 | Base triangular: a 20,Madeira,05 Interiores > 05.4 Objeto de Iluminação,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
62,C.0504.0029,,,,a 67 x l 20 | Base triangular: a 20,Madeira,05 Interiores > 05.4 Objeto de Iluminação,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
63,C.0504.0030,,,,a 66 x l 20 | Base triangular: a 20,Madeira,05 Interiores > 05.4 Objeto de Iluminação,,,,museudeartereligiosaetradicional_-_acervo-museologico,https://museudeartereligiosaetradicional.acervos.museus.gov.br/wp-json/tainacan/v2/collection/878/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,878
